MD5,TAG,FILENAMES
5aa60124dfe5598e917535137ea8156a,M,['s3-1_102_2-n.M.obj']
d4c6ff1743e25212c2ce872bbadc285f,MW,['s3-1_102_2-n.MW.obj']
411201c446faffb5cc56975e9f6c5470,T,['s3-1_102_2-n.T.obj']
8549c1f8bab1bca95a996b9e87cffbcd,TW,['s3-1_102_2-n.TW.obj']
2cb32296621b1152b4032d8742295a40,F,['s3-1_102_3-n.F.obj']
104e10df74617327dfbf0de236c8a9dd,L,['s3-1_102_3-n.L.obj']
7b86be812ead87b8ee857602c1c0b343,M,['s3-1_102_3-n.M.obj']
5dd1a1d4a2eb42e82102a88a8b52a05f,MW,['s3-1_102_3-n.MW.obj']
59aea436113e3c10febda7b4954e4b78,T,['s3-1_102_3-n.T.obj']
9dea4a488d093b8242ea97a0049081e2,TW,['s3-1_102_3-n.TW.obj']
f27ab322bd000a71336766e37f9e271a,F,['s3-1_104_1-n.F.obj']
399e79d8ba0bff411c52a296a5c4336e,L,['s3-1_104_1-n.L.obj']
44decf233ea8fb761665ad5f333454eb,M,['s3-1_104_1-n.M.obj']
ee4b903d676c243e0470abdde7f55020,MW,['s3-1_104_1-n.MW.obj']
2530100d1453c3cc640a087836a258ee,T,['s3-1_104_1-n.T.obj']
02ee661b064b67ee200728da2e0b2480,TW,['s3-1_104_1-n.TW.obj']
84d98ba1082013224d3f8aae50e84031,F,['s3-1_104_2-n.F.obj']
7651e93182362cc6b3765f990115c268,L,['s3-1_104_2-n.L.obj']
06b16088e00ec790d3e7d99e0b8427e4,M,['s3-1_104_2-n.M.obj']
35e8f2ceaf3423efd8a3cdf12cf7daa9,MW,['s3-1_104_2-n.MW.obj']
d9b96c666040465a76fa0b465a1d6ef0,T,['s3-1_104_2-n.T.obj']
b57a36ba2bbb5a20552705c7c87ed4db,TW,['s3-1_104_2-n.TW.obj']
494f76a8ab0f2f23605490670e69af5e,F,['s3-1_104_3-n.F.obj']
506910c7e68177fec82f51213d5eca6e,L,['s3-1_104_3-n.L.obj']
6768daaa18414659fe8c3a6050491dac,M,['s3-1_104_3-n.M.obj']
b8aef34c54ee8cedf30d2f1f30b0fde9,MW,['s3-1_104_3-n.MW.obj']
4fe96db4da310403b0744b61a6a7508c,T,['s3-1_104_3-n.T.obj']
2fa11d51d9e0ec286367662573d78a18,TW,['s3-1_104_3-n.TW.obj']
d223db84fc4a61eece82f561f9df5812,F,['s3-1_106_1-n.F.obj']
2fe1d8f3590da6cd175484303ad46627,L,['s3-1_106_1-n.L.obj']
bb24f98315050918c1af1856d06ff198,M,['s3-1_106_1-n.M.obj']
ce0b72b277112e1fee54dd5c23c3645e,MW,['s3-1_106_1-n.MW.obj']
312d69c0800d57526af16aa4d4d1e5a3,S,"['s3-1_106_1-n.S.obj', 's3-1_106_2-n.S.obj', 's3-1_106_3-n.S.obj', 's3-1_106_4-n.S.obj', 's3-3_185_1-n.S.obj', 's3_sky_05-g.S.obj']"
a1abeaa54342db1d98b891395b7455a5,T,['s3-1_106_1-n.T.obj']
ac0418a70658d73a46396ee9b6f745c6,TW,['s3-1_106_1-n.TW.obj']
2cff52b2c565a289d6af41b3055107de,F,['s3-1_106_2-n.F.obj']
4712d5d24563aca80fcfdd4d5dcf108d,L,['s3-1_106_2-n.L.obj']
7fff2dabeaa1a67ec2ef1517ee0ab6d6,M,['s3-1_106_2-n.M.obj']
386302bcf8b6c0ae546ce420c8078c55,MW,['s3-1_106_2-n.MW.obj']
8e8db5762a6c1d49e817be5ba283e730,T,['s3-1_106_2-n.T.obj']
b749881f43375f3726832823c4b03c23,TW,['s3-1_106_2-n.TW.obj']
4dc38b76d4b7cdf24e273e6a365bac1e,F,['s3-1_106_3-n.F.obj']
c5eb489eb069bbe36984d6b39e2eaac4,L,['s3-1_106_3-n.L.obj']
21be3d0f5a4d93e48e70f6a6cfeb17a9,M,['s3-1_106_3-n.M.obj']
2d1a7b69063f57081e4254dc02906096,MW,['s3-1_106_3-n.MW.obj']
6384aada67719084b6c8d820659dd826,T,['s3-1_106_3-n.T.obj']
f9cbc3d830c4cb3b642b972832f8c27d,TW,['s3-1_106_3-n.TW.obj']
73b146657cd00ae3ec5cd7265c75decf,F,['s3-1_106_4-n.F.obj']
38c92474a73d78666347d1cd73a09161,L,['s3-1_106_4-n.L.obj']
8fc70c7124e8a346cebafe146120319f,M,['s3-1_106_4-n.M.obj']
573349295b74541d2cba9ea26d6ecd00,MW,['s3-1_106_4-n.MW.obj']
985132cede85f0593f16ba356b9ec6a6,T,['s3-1_106_4-n.T.obj']
5fe0d2ea22d275d4db31226bcd5334df,TW,['s3-1_106_4-n.TW.obj']
151e2cc051a75e5bae8ba2629cf6beec,F,['s3-1_108_1-n.F.obj']
85d15934435b6fa9e07226484a8e4a0a,L,['s3-1_108_1-n.L.obj']
7a590359836971172d80d50ede6a17e2,M,['s3-1_108_1-n.M.obj']
c18aad67e2d4546101cb01cb7f3093ad,MW,['s3-1_108_1-n.MW.obj']
0ac00308f5e33756fd288d631d54b8f4,S,"['s3-1_108_1-n.S.obj', 's3_sky_06-g.S.obj']"
0b795c98271006b214047b083ece8f22,T,['s3-1_108_1-n.T.obj']
5fbb13344a93094e934f981ca4ce9032,TW,['s3-1_108_1-n.TW.obj']
a4100102c4ab2b148ce82ec3d5bb2542,F,['s3-1_110_1-n.F.obj']
8335d22e27bf749e6269ad4c12bed33d,L,['s3-1_110_1-n.L.obj']
2742dbf94b622339eca7c7acd0bec966,M,['s3-1_110_1-n.M.obj']
e40841b3b94652eafdd6481f7b80683e,MW,['s3-1_110_1-n.MW.obj']
fc40f1c3696ac139cd5139bd1b0ff0a4,S,"['s3-1_110_1-n.S.obj', 's3-1_116_1-n.S.obj', 's3-1_146_1-n.S.obj', 's3-2_019_1-n.S.obj', 's3-2_040_1-n.S.obj', 's3-3_184_1-n.S.obj', 's3_sky_07-g.S.obj', 's3_sky_08-g.S.obj', 's3_sky_21-g.S.obj']"
619340b11a3fdd1ec460c3c9158c9ee6,T,['s3-1_110_1-n.T.obj']
d1eda004acc57f5524435bad756e1939,TW,['s3-1_110_1-n.TW.obj']
3e9f1113af93a08b670213ef2dd27c6c,F,['s3-1_112_1-n.F.obj']
3afb100ae8e62e7145bcb53405ae8471,L,['s3-1_112_1-n.L.obj']
85c13ab515d0cf75e0863911f93aaa7d,M,['s3-1_112_1-n.M.obj']
6e439ecd781119ca74ee612757255e32,MW,['s3-1_112_1-n.MW.obj']
d754e8c6c83aa1eaee4c2101e5bdf680,S,['s3-1_112_1-n.S.obj']
73186feb2dbdd090f57aeda9e8ad0891,T,['s3-1_112_1-n.T.obj']
80f54faa2c9e9921c9a2a7bfdf5e1b82,TW,['s3-1_112_1-n.TW.obj']
26a4f754178bdfb657238ce0130ced5f,F,['s3-1_114_1-n.F.obj']
e7c9a9786d123f8a2204edea73b82542,L,['s3-1_114_1-n.L.obj']
9494018228847ed144ed935f459baf91,M,['s3-1_114_1-n.M.obj']
c289a2c3e125a6e9db1e60797da4f34b,MW,['s3-1_114_1-n.MW.obj']
1495d40b1bb358bb60ae2d85d6f394ed,T,['s3-1_114_1-n.T.obj']
1c9e8f9d558fd942f37d573693ced326,TW,['s3-1_114_1-n.TW.obj']
a1cdc0f4bac09cffdd67770efc539ed7,F,['s3-1_116_1-n.F.obj']
a3c8d053bb927e35178f315420d3032b,L,['s3-1_116_1-n.L.obj']
f10ff072be80add1199fa99ac592fec3,M,['s3-1_116_1-n.M.obj']
e437d92c4b7eea67e39a7da8957948d1,MW,['s3-1_116_1-n.MW.obj']
368fdbdd19ede356004e204a78d46637,T,['s3-1_116_1-n.T.obj']
c1a404489ab5b8ebefed4042da8440a0,TW,['s3-1_116_1-n.TW.obj']
27caff3f1c7ae2a10e5d657ba3d25523,F,['s3-1_118_1-n.F.obj']
e1a91bc7bf76f0c3a6e16691d702746b,L,['s3-1_118_1-n.L.obj']
e13aac4a3eff56f3129c51ee98f56dc2,M,['s3-1_118_1-n.M.obj']
a283493fa9311b826bc71b1d26d62df3,MW,['s3-1_118_1-n.MW.obj']
83f9ecf4c8d610160c5a4d9d8f8ee219,S,"['s3-1_118_1-n.S.obj', 's3-1_118_2-n.S.obj', 's3-1_118_3-n.S.obj', 's3-3_186_1-n.S.obj', 's3_sky_09-g.S.obj']"
c84abf39583a8b3a8e49f3b6fde03263,T,['s3-1_118_1-n.T.obj']
e210c4222d362f6e4ca0cfb55a8505c9,TW,['s3-1_118_1-n.TW.obj']
7a7e442041430b6b0ecfdf37e53e9979,F,['s3-1_118_2-n.F.obj']
e77c16ff2602c8e7a3b520ee0f10c312,L,['s3-1_118_2-n.L.obj']
23b86c89e47948858053a4757c706f98,M,['s3-1_118_2-n.M.obj']
201da6d405dc185929e20930dc180b17,MW,['s3-1_118_2-n.MW.obj']
6a5ea7130d1cc8ec4f0c09ab339d9b3c,T,['s3-1_118_2-n.T.obj']
f43cc24978e34347f52bf0703675976d,TW,['s3-1_118_2-n.TW.obj']
da47420e57a1a7f0e70e5acdade474d8,F,['s3-1_118_3-n.F.obj']
9a93940216593b36189aaea23d8aecda,L,['s3-1_118_3-n.L.obj']
0448cf83d1e413da6368151632d7c899,M,['s3-1_118_3-n.M.obj']
47bc7afabf6818b7a035ee9c64f1b5b0,MW,['s3-1_118_3-n.MW.obj']
a728f0ca54f119b94787d36a48b4b863,T,['s3-1_118_3-n.T.obj']
209d99e6c8d1570599ea15ac4e8015f8,TW,['s3-1_118_3-n.TW.obj']
2f0360d838a2c8b7669ea83d9e44b13c,F,['s3-1_120_1-n.F.obj']
7eedae7e28d41890d50fcb09ebed5ec0,L,['s3-1_120_1-n.L.obj']
fe35f8813464ef6673da4f4e459f0eff,M,['s3-1_120_1-n.M.obj']
f12af1e901ff7f1509ec31d952255dcd,MW,['s3-1_120_1-n.MW.obj']
c27c83e75e244ba69e83ed6a7e69f639,S,"['s3-1_120_1-n.S.obj', 's3-1_120_2-n.S.obj', 's3-1_120_3-n.S.obj', 's3_sky_10-g.S.obj']"
da21b41fdaea389b532c5120d5f8d914,T,['s3-1_120_1-n.T.obj']
eb096bbbabaf595182790c18fab61bc6,TW,['s3-1_120_1-n.TW.obj']
9cbd22eaec45cab7bc2644b27d93ab55,F,['s3-1_120_2-n.F.obj']
bdc6e5b7e77ba0f6f3ee2c6ee99bc3bc,L,['s3-1_120_2-n.L.obj']
862c7be9bdad1ccc8a83993c828b1a54,M,['s3-1_120_2-n.M.obj']
b2ec72c9e0ae51c26f3a0e6cf0c30177,MW,['s3-1_120_2-n.MW.obj']
7d01518ea990f15bfab5b4cf648528ac,T,['s3-1_120_2-n.T.obj']
2647dc7cc21e4d8af69b32c43d8c6106,TW,['s3-1_120_2-n.TW.obj']
608c7754c31628ee982849fb3d1a1241,F,['s3-1_120_3-n.F.obj']
9efa2b2d901b152a71e584bdb9c7b33e,L,['s3-1_120_3-n.L.obj']
fac97b3c819392f6822692f91a34d569,M,['s3-1_120_3-n.M.obj']
1ee1fd5aa107bf684ad9f82fab1d4f90,MW,['s3-1_120_3-n.MW.obj']
8d384b6ad7104dea59fed2e6276c353f,T,['s3-1_120_3-n.T.obj']
6890f715048a7d9d2863514b96953b5b,TW,['s3-1_120_3-n.TW.obj']
e5bdb8ea9bd6a09b13832d371e4fc43f,F,['s3-1_122_1-n.F.obj']
bb2e94504e0b0a4a46572fdafda395f6,L,['s3-1_122_1-n.L.obj']
18ed1d20e3fde08a0589af64dbc8fee1,M,['s3-1_122_1-n.M.obj']
e190f90e124c9ef643addfa89a66805a,MW,['s3-1_122_1-n.MW.obj']
e5765d3bffba5f3c7cc73c7b5c6e1c72,S,"['s3-1_122_1-n.S.obj', 's3-1_122_2-n.S.obj', 's3-1_122_3-n.S.obj', 's3_sky_11-g.S.obj']"
012e2ce48c5424bd2bee1d6547861554,T,['s3-1_122_1-n.T.obj']
513bd96efa6d664476a30976657f4330,TW,['s3-1_122_1-n.TW.obj']
c83370ad37c16b7cc0c2e5b07bbf05fb,F,['s3-1_122_2-n.F.obj']
6c74fd64f3815f7dfc421d2c9500ef36,L,['s3-1_122_2-n.L.obj']
29a1b0e7abec07e8fe059c8aa1c2e540,M,['s3-1_122_2-n.M.obj']
0bd9e09b1e8a8ce78d1bca044def13a0,MW,['s3-1_122_2-n.MW.obj']
68d7b9a6df17681ab007709d9c93c6a1,T,['s3-1_122_2-n.T.obj']
47981a8d33aa8dd938a0e53111930ca5,TW,['s3-1_122_2-n.TW.obj']
60d50c7e069d361f20cb88f7538d1587,F,['s3-1_122_3-n.F.obj']
b618e6eaf103623cedbeebd924156433,L,['s3-1_122_3-n.L.obj']
93a7f93dbe915fe7b1aab2c733f7e31f,M,['s3-1_122_3-n.M.obj']
bfe87beeaeca99913f9037fab41ece1e,MW,['s3-1_122_3-n.MW.obj']
92cac93256cf10ec18315c2ab1aaaf42,T,['s3-1_122_3-n.T.obj']
3c4e1176ea946dfdd134d90137e13166,TW,['s3-1_122_3-n.TW.obj']
99cf5dab32748db8825a5fe4b9520d9d,F,['s3-1_124_1-n.F.obj']
d4b6cbc0835f8708e4a529bad09a0b8e,L,['s3-1_124_1-n.L.obj']
777cd772291a6aae28915821f886d3c6,M,['s3-1_124_1-n.M.obj']
5dfda321e261ca12b18283973a4417cd,MW,['s3-1_124_1-n.MW.obj']
72117f8a49ea56e21883eb2e0631f96c,S,"['s3-1_124_1-n.S.obj', 's3-1_124_2-n.S.obj', 's3-1_124_3-n.S.obj', 's3-3_195_1-n.S.obj', 's3_sky_12-g.S.obj']"
111f24748004f7ea95a0065b25e00b9f,T,['s3-1_124_1-n.T.obj']
1148e0c99911939432ec76b29e3d5eaf,TW,['s3-1_124_1-n.TW.obj']
4a8320448beda1110862b72f3dcbab7c,F,['s3-1_124_2-n.F.obj']
85f3b06dbe594093045864b34dde01e9,L,['s3-1_124_2-n.L.obj']
7c22d809ff264482d78de61092035358,M,['s3-1_124_2-n.M.obj']
de42783fda93ff859c81cb27159770ae,MW,['s3-1_124_2-n.MW.obj']
a63d505e4611870c982fd8dfb7cc5edf,T,['s3-1_124_2-n.T.obj']
20d4ad6c496fa855872514d9aeffb345,TW,['s3-1_124_2-n.TW.obj']
843e599fc25ef07017b8565198b177bb,F,['s3-1_124_3-n.F.obj']
a04e71e50a12b2ce265450ec9fd0bdb3,L,['s3-1_124_3-n.L.obj']
71dc5249a7fa633dcb6d47b7fd44238f,M,['s3-1_124_3-n.M.obj']
2dfdc34c7c5b0affcdcdf26a589d69e4,MW,['s3-1_124_3-n.MW.obj']
cb602cb0559d1a3c80f94c5771f5e39c,T,['s3-1_124_3-n.T.obj']
afe8f1b098f99489b3ad921116c78662,TW,['s3-1_124_3-n.TW.obj']
4ed2edc09f64146fa8ea6f5c1b2fdce4,F,['s3-1_126_1-n.F.obj']
9214c9707ccfb37486f4038047562013,L,['s3-1_126_1-n.L.obj']
e3291f898b1def974d01f61a8c2efb26,M,['s3-1_126_1-n.M.obj']
ba17661213787b00b8e664b1f94728e7,MW,['s3-1_126_1-n.MW.obj']
17a327fbcd02a1bddc71861b4cc8c872,S,"['s3-1_126_1-n.S.obj', 's3_sky_13-g.S.obj']"
4b44fc7f67b55defe8942e19d31b6765,T,['s3-1_126_1-n.T.obj']
a4f70c433a656f3686050d1a3663474b,TW,['s3-1_126_1-n.TW.obj']
4f6ce61dc0ffaf4c8ae29de42885f933,F,['s3-1_128_1-n.F.obj']
1c317e8d25b02bca9c0bdb166a3c1f7c,L,['s3-1_128_1-n.L.obj']
719ec843ab7b0c284cdc59723379e3ec,M,['s3-1_128_1-n.M.obj']
99e7d014d7552c2799d27825d326c90b,MW,['s3-1_128_1-n.MW.obj']
acc991eab725543a6b34dc54eac79aae,S,"['s3-1_128_1-n.S.obj', 's3_sky_14-g.S.obj']"
746847829eca80325be50b9aa6a44712,T,['s3-1_128_1-n.T.obj']
3b65959bc7317d2dbd21a53399d022fe,TW,['s3-1_128_1-n.TW.obj']
8f67b22d56dafb290a4995be08138fad,F,['s3-1_130_1-n.F.obj']
21220e6a573e0b426d106db696671134,L,['s3-1_130_1-n.L.obj']
e33e54806cb775469f2cdcfb8d058686,M,['s3-1_130_1-n.M.obj']
a2eef500ce04ff751116a6502390671a,MW,['s3-1_130_1-n.MW.obj']
4e2f9b6a67e983ae1f6488162017c1b9,S,['s3-1_130_1-n.S.obj']
f65d0a30409c05a1b1eb243512ad8fde,T,['s3-1_130_1-n.T.obj']
732668624f441d37769996c2591b804f,TW,['s3-1_130_1-n.TW.obj']
72f000e020030dfbd6a174f4dc81f7c1,F,['s3-1_132_1-n.F.obj']
d2410f648e58a38bf49fc370f28a1a60,L,['s3-1_132_1-n.L.obj']
b7adcecde316983150532480785df0f0,M,['s3-1_132_1-n.M.obj']
3dafff3d5189deed3f2684dc33dd917b,MW,['s3-1_132_1-n.MW.obj']
d153be9373177c97ed41190a7eafb8ae,T,['s3-1_132_1-n.T.obj']
02a7400c86bb7078d246cf71c010cfed,TW,['s3-1_132_1-n.TW.obj']
6f0685c1fa6fc3aeee6ebb844c07382c,F,['s3-1_134_1-n.F.obj']
edbbdae404b26c2e66b49e20b3155596,L,['s3-1_134_1-n.L.obj']
1e6928ffbf99b7e1806334bc85c87435,M,['s3-1_134_1-n.M.obj']
fae5a1c506ef567012f41d8ea99bac40,MW,['s3-1_134_1-n.MW.obj']
3703fa8895b9af164fbc12b0662e75a5,S,"['s3-1_134_1-n.S.obj', 's3-2_064_1-n.S.obj', 's3_sky_15-g.S.obj']"
d1c041677a9067ebf7cff3e632132b5e,T,['s3-1_134_1-n.T.obj']
faf3c183f569abe07d666f15cabd005d,TW,['s3-1_134_1-n.TW.obj']
e8872ef0238fcfd425bb17002e2b590f,F,['s3-1_136_1-n.F.obj']
acc5bc63461edd00c386d21afcd830fa,L,['s3-1_136_1-n.L.obj']
02423e17074fc5c17b7a5ebcc93445be,M,['s3-1_136_1-n.M.obj']
37553886cad75cc5609c3a142efa762f,MW,['s3-1_136_1-n.MW.obj']
efc739c52bf8174d134c01e5e4512c71,S,"['s3-1_136_1-n.S.obj', 's3-1_136_2-n.S.obj', 's3-1_136_3-n.S.obj', 's3_sky_16-g.S.obj']"
a0d944bcd3da407d469436a003f8e5dc,T,['s3-1_136_1-n.T.obj']
a36f1207ee027cad168dd828845a9342,TW,['s3-1_136_1-n.TW.obj']
bc76acd83e3d0d7cc9a67d2e66e7e15c,F,['s3-1_136_2-n.F.obj']
639fab50bb3e2a325e15e052600c218c,L,['s3-1_136_2-n.L.obj']
2f94203b5fb6e686d72d536d15725d2c,M,['s3-1_136_2-n.M.obj']
90db9a3efc061dc81694bfae23b36a22,MW,['s3-1_136_2-n.MW.obj']
fd536c8e40879d3cec4d1afd8089f09e,T,['s3-1_136_2-n.T.obj']
450f02ed54c980c133330a5ce009b3c8,TW,['s3-1_136_2-n.TW.obj']
4bf3da68ddef51917b6c42b81a3aac1a,F,['s3-1_136_3-n.F.obj']
bcbbd54622b4c37a8f0afe501245e9da,L,['s3-1_136_3-n.L.obj']
79bef7dd62e68bc0372e6cd5300963dc,M,['s3-1_136_3-n.M.obj']
f99b62fecd7e1a1a5d13c89830b66eef,MW,['s3-1_136_3-n.MW.obj']
ea7ccafd7f9285cd7b55734186c27796,T,['s3-1_136_3-n.T.obj']
e665d1e38a301b3c55c6fe95200f9940,TW,['s3-1_136_3-n.TW.obj']
ce8d83aca7baf94a36b43983a5c31b3f,F,['s3-1_138_1-n.F.obj']
4abff159af97e30ed406b8a0fa060e7b,L,['s3-1_138_1-n.L.obj']
f283faf798c70a4fad0cbe0287483597,M,['s3-1_138_1-n.M.obj']
84b73245f63a7baff8842679a5936d01,MW,['s3-1_138_1-n.MW.obj']
2d301291928b8f5abf23af4449db5927,T,['s3-1_138_1-n.T.obj']
b9b0a6b5f5a3e855e5699d4f0877804c,TW,['s3-1_138_1-n.TW.obj']
4b9513dc0845aad441905b6f10c98993,F,"['s3-1_138_2-n.F.obj', 's3-3_188_1-n.F.obj']"
b8d5447173f084191e805ff6c212b680,L,"['s3-1_138_2-n.L.obj', 's3-3_188_1-n.L.obj']"
1397418a5d1cb48ba178e6a305c9515c,M,"['s3-1_138_2-n.M.obj', 's3-3_188_1-n.M.obj']"
6eaa0540f21bc5d5e9e574e94f9481d9,MW,"['s3-1_138_2-n.MW.obj', 's3-3_188_1-n.MW.obj']"
81a57966ca21de4d537a864a4a4b1143,T,['s3-1_138_2-n.T.obj']
15ec5ffcf1768d5ecf3992d594a4eeff,TW,['s3-1_138_2-n.TW.obj']
25f195b8a59c9331485080c706637645,F,['s3-1_138_3-n.F.obj']
1f5bcea542687c348203a03286de6534,L,['s3-1_138_3-n.L.obj']
9523e423b67a33b01a428824994ed218,M,['s3-1_138_3-n.M.obj']
506dcc2971610cf5691e40fb40a4dbcc,MW,['s3-1_138_3-n.MW.obj']
6156bec8ebbcbb5569f5edbbe07d7d90,T,['s3-1_138_3-n.T.obj']
8de4f4e882f7523c0fe15519773df343,TW,['s3-1_138_3-n.TW.obj']
1cefd128dd7b77511bf405418118e81d,F,['s3-1_140_1-n.F.obj']
31f32a82ca91960b25f627adda9aa7f1,L,['s3-1_140_1-n.L.obj']
fab1c4c119069724b2702493956bb2b4,M,['s3-1_140_1-n.M.obj']
fafb1b59cfc95dc14c6ee9d2892296f0,MW,['s3-1_140_1-n.MW.obj']
ffafc2da81eb3af18a8948d312732e45,S,"['s3-1_140_1-n.S.obj', 's3-1_140_2-n.S.obj', 's3-1_140_3-n.S.obj', 's3-1_140_4-n.S.obj', 's3-2_007_1-n.S.obj', 's3-2_034_1-n.S.obj', 's3-2_046_1-n.S.obj', 's3-3_189_1-n.S.obj', 's3_sky_18-g.S.obj']"
04f6fce35df52c57762bda36a7d75756,T,['s3-1_140_1-n.T.obj']
d8bbc8398e9c88de85816cafe777699f,TW,['s3-1_140_1-n.TW.obj']
32bc25801c10adea894caee401e96ac6,F,"['s3-1_140_2-n.F.obj', 's3-3_189_1-n.F.obj']"
8b2869f5b6caade82194b97ee73edc0e,L,['s3-1_140_2-n.L.obj']
1371961f471b2e3e51ba6add6437f3f9,M,"['s3-1_140_2-n.M.obj', 's3-3_189_1-n.M.obj']"
1a97f34d451ce5d63e2bdad318c797a0,MW,"['s3-1_140_2-n.MW.obj', 's3-3_189_1-n.MW.obj']"
256a1bf6293345d8b2bdc770c6d6bfdc,T,['s3-1_140_2-n.T.obj']
7945ff475cd530507d01d3d5c12c5f59,TW,"['s3-1_140_2-n.TW.obj', 's3-3_189_1-n.TW.obj']"
2ba0475462e40dd68cd190570051ab66,F,['s3-1_140_3-n.F.obj']
98dfb9ffa190db403d681e473b6fa14e,L,['s3-1_140_3-n.L.obj']
8527d36041964e5ae40f3ccd1ead6b01,M,['s3-1_140_3-n.M.obj']
0edc179fa6afd6ddfe9aca98f6e1ca1c,MW,['s3-1_140_3-n.MW.obj']
2e69f7e488c92daf732accf364335e7b,T,['s3-1_140_3-n.T.obj']
818239e180248ffb4835ccd31ce527d7,TW,['s3-1_140_3-n.TW.obj']
4a1f1947f16cd9d1dccabbec83917039,F,['s3-1_140_4-n.F.obj']
c47c1663fe8c0c84d62c7c6830aa15ba,L,['s3-1_140_4-n.L.obj']
5fd3cb9f6ec05afcfe418b740dd49812,M,['s3-1_140_4-n.M.obj']
8df7bc36ce22e84a4e189c1c98636490,MW,['s3-1_140_4-n.MW.obj']
afecfaebfe9dc35bef27b5aba9d1b8f1,T,['s3-1_140_4-n.T.obj']
cb1b253d355468f0bc392c356a4d7cd7,TW,['s3-1_140_4-n.TW.obj']
730ec909eca711d7fb98cab00cba6f47,F,['s3-1_142_1-n.F.obj']
b94b643cd1b82094705deb323483a140,L,['s3-1_142_1-n.L.obj']
f59311de1ef51cb6e8757a6bb1d550b0,M,['s3-1_142_1-n.M.obj']
715c77b582f14c30ed033046db2f59d3,MW,['s3-1_142_1-n.MW.obj']
7231947ddee02b8eded3a41b0bcf48c2,S,"['s3-1_142_1-n.S.obj', 's3-1_142_2-n.S.obj', 's3-1_142_3-n.S.obj', 's3-3_192_1-n.S.obj', 's3_sky_19-g.S.obj']"
997e079381b70b839306e9fa63d57d2f,T,['s3-1_142_1-n.T.obj']
ea6fd202310123ee84ee60932aa1bb63,TW,['s3-1_142_1-n.TW.obj']
be68d540f3bd18c498617ab886482261,F,['s3-1_142_2-n.F.obj']
a189d2e90df6f5df755945d7805848aa,L,['s3-1_142_2-n.L.obj']
3b538a520e1c02dce22ae649839b84e1,M,['s3-1_142_2-n.M.obj']
053f8ce029a428e1fcd4d6802d7c332b,MW,['s3-1_142_2-n.MW.obj']
6c8c40712bec5c66f89d2ee9b9578d09,T,['s3-1_142_2-n.T.obj']
43727642bf6c741f9be97b00cd7c19ab,TW,['s3-1_142_2-n.TW.obj']
bdb6582d596296e25d7f31e48ffb5a03,F,"['s3-1_142_3-n.F.obj', 's3-3_192_1-n.F.obj']"
9cd0984f5e2a2b3048c8218caee3bff7,L,"['s3-1_142_3-n.L.obj', 's3-3_192_1-n.L.obj']"
68458b8d37ef0166b3147757adc2f7be,M,"['s3-1_142_3-n.M.obj', 's3-3_192_1-n.M.obj']"
2c492de7bfebf86171640e1115fb778b,MW,"['s3-1_142_3-n.MW.obj', 's3-3_192_1-n.MW.obj']"
79b1be40a5c5546d894ee6bf6f01682d,T,['s3-1_142_3-n.T.obj']
5236781100b1056ac311f10a274c3e4b,TW,"['s3-1_142_3-n.TW.obj', 's3-3_192_1-n.TW.obj']"
b817bbb2db66a86c7f42fd062488fdbe,F,['s3-1_144_1-n.F.obj']
0551e79fbf0a7bb2920b2715a5e4ecbb,L,['s3-1_144_1-n.L.obj']
2f96383adbb6b6af54d8d8a4b09fc6fa,M,['s3-1_144_1-n.M.obj']
8e36e63da172bef93e18ea2d72d94439,MW,['s3-1_144_1-n.MW.obj']
2dfc98baf7366a69f7c861883e7ccd1a,S,"['s3-1_144_1-n.S.obj', 's3_sky_20-g.S.obj']"
772db37e3daf06a36bc094c426693982,T,['s3-1_144_1-n.T.obj']
5052cde8a3c376c8055e216f07b8311c,TW,['s3-1_144_1-n.TW.obj']
bfbaba547eb5fed882e65adf24585618,F,['s3-1_146_1-n.F.obj']
8f03e9205b67835c3e2048bebb39277d,L,['s3-1_146_1-n.L.obj']
548d4387387f87d1fff8bf9a06c35775,M,['s3-1_146_1-n.M.obj']
66d592f31b2ae5eec2aeb921d708eead,MW,['s3-1_146_1-n.MW.obj']
14ebd004812967a0f90354f89ad02fd3,T,['s3-1_146_1-n.T.obj']
f2c3e9e56a1f6ec1cdcf2bae176b8f35,TW,['s3-1_146_1-n.TW.obj']
dd8e5c6684cf7948b0924c82012baaf8,F,['s3-1_148_1-n.F.obj']
a750fce126fe616a4f76bbd02ab746ed,L,['s3-1_148_1-n.L.obj']
2c877f0d670c241f41030b0906dff362,M,['s3-1_148_1-n.M.obj']
0b259d37e53c8602199353bf26fd0e6c,MW,['s3-1_148_1-n.MW.obj']
943c0c2e7dcc466d64f1bfc4bad630e0,S,['s3-1_148_1-n.S.obj']
7daf64af3534c17cf4d39fc065f9dfc5,T,['s3-1_148_1-n.T.obj']
5e1995a07d405cf04ace120b3a96b05c,TW,['s3-1_148_1-n.TW.obj']
56606cd895eb172845dafc1ee92e7f5d,F,['s3-1_150_1-n.F.obj']
ccdd96eb09a8faf0e1c9780528f3c6ae,L,['s3-1_150_1-n.L.obj']
fe9ef7b317a8742d645bc103b9d13f05,M,['s3-1_150_1-n.M.obj']
6c65bb8b0e05b13e611a93e7a264f3b4,MW,['s3-1_150_1-n.MW.obj']
f7bc83622341db2ef2ef61faf41f0dcd,S,['s3-1_150_1-n.S.obj']
